symbol,expiration,strike,right,dte,cp_sign,timestamp,bid,ask,delta,theta,vega,lambda,gamma,vanna,charm,implied_vol,underlying_timestamp,endpoint,batch_id,ts,bid_quote,ask_quote,bid_size_quote,ask_size_quote,price_trade,size_trade,volume,spot,moneyness,dist_atm_pct,atm_strike,mid,spread,spread_pct,oi,gamma_exp,vega_exp,theta_exp,delta_exp,iv_chg,mid_chg,spread_chg
QQQ,2026-04-06,582.0,PUT,5,-1,2026-04-01T16:14:59.981,4.78,4.91,-0.4422,-0.5441,26.937,-53.331,0.0273,-0.2248,1.1512,0.2114,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,4.78,4.91,11,11,4.85,5.0,5.0,583.62,0.9972242212398479,-0.27757787601521616,584.0,4.845000000000001,0.1299999999999999,2.683178534571721,756,-1204521.6456,-2036437.2,41133.96,-33430.32,0.0,0.0,0.0
QQQ,2026-04-06,583.0,CALL,5,1,2026-04-01T16:14:59.936,6.75,6.88,0.5283,-0.6649,27.1537,45.2739,0.025,-0.0747,0.1003,0.2332,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,6.75,6.88,10,10,6.62,1.0,1.0,583.62,0.9989376649189541,-0.10623350810458937,584.0,6.8149999999999995,0.1299999999999999,1.907556859867937,1081,1577233.0500000003,2935314.97,71875.69,57109.23,0.0,0.0,0.0
QQQ,2026-04-06,583.0,PUT,5,-1,2026-04-01T16:14:59.963,5.16,5.3,-0.4695,-0.5392,27.143,-52.4018,0.0279,-0.0991,0.1565,0.2086,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,5.16,5.3,11,11,5.3,1.0,1.0,583.62,0.9989376649189541,-0.10623350810458937,584.0,5.23,0.13999999999999968,2.6768642447418673,105,-170971.479,-285001.5,5661.6,-4929.75,0.0,0.0,0.0
QQQ,2026-04-06,584.0,CALL,5,1,2026-04-01T16:14:59.981,6.15,6.25,0.5031,-0.6544,27.2215,47.3658,0.0254,0.0329,-0.8236,0.2293,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,6.15,6.25,11,2,6.22,1.0,1.0,583.62,1.0006511085980603,0.0651108598060374,584.0,6.2,0.09999999999999964,1.6129032258064457,644,954662.2511999998,1753064.6,42143.36,32399.64,0.0,0.0,0.0
QQQ,2026-04-06,584.0,PUT,5,-1,2026-04-01T16:14:59.982,5.56,5.68,-0.4976,-0.5289,27.2219,-51.6868,0.0285,0.0353,-0.8778,0.2048,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,5.56,5.68,10,6,5.65,1.0,1.0,583.62,1.0006511085980603,0.0651108598060374,584.0,5.619999999999999,0.1200000000000001,2.1352313167259807,156,-259477.452,-424661.64,8250.84,-7762.5599999999995,0.0,0.0,0.0
QQQ,2026-04-06,585.0,CALL,5,1,2026-04-01T16:14:59.989,5.58,5.72,0.4773,-0.645,27.1784,49.3026,0.0257,0.1464,-1.7673,0.2267,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,5.58,5.72,11,11,5.64,1.0,1.0,583.62,1.0023645522771667,0.2364552277166642,584.0,5.65,0.13999999999999968,2.4778761061946843,2786,4178730.8724,7571902.24,179697.0,132975.78,0.0,0.0,0.0
QQQ,2026-04-06,585.0,PUT,5,-1,2026-04-01T16:14:59.981,5.99,6.11,-0.5267,-0.5167,27.1611,-50.8175,0.0289,0.1791,-1.942,0.2014,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,5.99,6.11,10,6,6.13,5.0,5.0,583.62,1.0023645522771667,0.2364552277166642,584.0,6.050000000000001,0.1200000000000001,1.983471074380167,385,-649364.7930000001,-1045702.3500000001,19892.95,-20277.949999999997,0.0,0.0,0.0
QQQ,2026-04-06,586.0,CALL,5,1,2026-04-01T16:14:59.983,5.04,5.14,0.4506,-0.629,27.0141,51.6823,0.026,0.2664,-2.7306,0.2227,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,5.04,5.14,11,6,5.13,10.0,10.0,583.62,1.004077995956273,0.407799595627291,584.0,5.09,0.09999999999999964,1.9646365422396788,708,1074327.696,1912598.2799999998,44533.2,31902.480000000003,0.0,0.0,0.0
QQQ,2026-04-06,586.0,PUT,5,-1,2026-04-01T16:14:59.178,6.42,6.6,-0.5566,-0.5015,26.9478,-49.9051,0.0292,0.33,-3.0187,0.1981,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,6.42,6.6,17,1,6.6,1.0,1.0,583.62,1.004077995956273,0.407799595627291,584.0,6.51,0.17999999999999972,2.764976958525341,110,-187458.744,-296425.80000000005,5516.499999999999,-6122.6,0.0,0.0,0.0
QQQ,2026-04-06,587.0,CALL,5,1,2026-04-01T16:14:59.981,4.53,4.62,0.4235,-0.6118,26.7215,54.0862,0.0261,0.3898,-3.6896,0.2193,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,4.53,4.62,13,6,4.62,1.0,1.0,583.62,1.005791439635379,0.5791439635379177,584.0,4.575,0.08999999999999986,1.967213114754095,447,680891.9454000001,1194451.05,27347.46,18930.45,0.0,0.0,0.0
QQQ,2026-04-06,587.0,PUT,5,-1,2026-04-01T16:14:59.981,6.22,8.87,-0.5781,-0.5405,26.6986,-44.7504,0.0266,0.4044,-3.7534,0.215,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,6.22,8.87,5,10,7.02,10.0,10.0,583.62,1.005791439635379,0.5791439635379177,584.0,7.545,2.6499999999999995,35.122597746852215,97,-150585.6324,-258976.42,5242.85,-5607.57,0.0,0.0,0.0
QQQ,2026-04-06,588.0,CALL,5,1,2026-04-01T16:14:59.981,4.04,4.13,0.396,-0.5918,26.2929,56.6477,0.0261,0.5153,-4.6323,0.2159,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,4.04,4.13,14,6,4.09,15.0,15.0,583.62,1.0075048833144855,0.7504883314485445,584.0,4.085,0.08999999999999986,2.2031823745410004,1153,1756305.1746,3031571.37,68234.54000000001,45658.8,0.0,0.0,0.0
QQQ,2026-04-06,588.0,PUT,5,-1,2026-04-01T16:14:59.981,6.67,7.56,-0.6291,-0.4156,25.7826,-51.6455,0.0315,0.754,-5.5171,0.1754,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,6.67,7.56,6,6,7.76,1.0,1.0,583.62,1.0075048833144855,0.7504883314485445,584.0,7.115,0.8899999999999997,12.508784258608568,84,-154425.85199999998,-216573.83999999997,3491.0400000000004,-5284.44,0.0,0.0,0.0
QQQ,2026-04-06,589.0,CALL,5,1,2026-04-01T16:14:59.981,3.58,3.67,0.3682,-0.5692,25.7238,59.3597,0.0259,0.6408,-5.5408,0.2125,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,3.58,3.67,15,6,3.67,1.0,1.0,583.62,1.0092183269935917,0.9218326993591713,584.0,3.625,0.08999999999999986,2.4827586206896513,758,1145774.4564,1949864.04,43145.36000000001,27909.560000000005,0.0,0.0,0.0
QQQ,2026-04-06,589.0,PUT,5,-1,2026-04-01T16:14:59.981,7.09,8.1,-0.6664,-0.3792,24.8166,-51.2463,0.0316,0.9705,-6.6635,0.1685,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,7.09,8.1,6,5,8.3,1.0,1.0,583.62,1.0092183269935917,0.9218326993591713,584.0,7.595,1.0099999999999998,13.298222514812375,58,-106965.8736,-143936.28,2199.36,-3865.1200000000003,0.0,0.0,0.0
QQQ,2026-04-06,590.0,CALL,5,1,2026-04-01T16:14:59.984,3.16,3.27,0.3409,-0.5464,25.0278,61.9763,0.0255,0.7589,-6.3794,0.21,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,3.16,3.27,5,16,3.21,1.0,1.0,583.62,1.010931770672698,1.093177067269798,584.0,3.215,0.10999999999999988,3.4214618973561395,5331,7933759.460999998,13342320.180000002,291285.84,181733.79,0.0,0.0,0.0
QQQ,2026-04-06,590.0,PUT,5,-1,2026-04-01T16:14:59.981,7.57,9.85,-0.6789,-0.4157,24.4357,-45.4907,0.0281,0.9344,-6.9772,0.1864,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,7.57,9.85,6,4,8.69,15.0,15.0,583.62,1.010931770672698,1.093177067269798,584.0,8.71,2.2799999999999994,26.176808266360496,345,-565790.409,-843031.6500000001,14341.650000000001,-23422.05,0.0,0.0,0.0
QQQ,2026-04-06,591.0,CALL,5,1,2026-04-01T16:14:59.983,2.75,2.86,0.3127,-0.5177,24.1658,65.1745,0.0251,0.8792,-7.1747,0.2062,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,2.75,2.86,17,17,2.81,1.0,1.0,583.62,1.0126452143518043,1.2645214351804248,584.0,2.8049999999999997,0.10999999999999988,3.9215686274509762,767,1123567.7153999999,1853516.86,39707.590000000004,23984.089999999997,0.0,0.0,0.0
QQQ,2026-04-06,591.0,PUT,5,-1,2026-04-01T16:14:59.982,8.28,10.63,-0.7045,-0.4017,23.5611,-43.5147,0.0269,1.0269,-7.6434,0.1881,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,8.28,10.63,6,6,9.39,1.0,1.0,583.62,1.0126452143518043,1.2645214351804248,584.0,9.455,2.3500000000000014,24.85457429931255,81,-127164.96180000002,-190844.91,3253.77,-5706.45,0.0,0.0,0.0
QQQ,2026-04-06,592.0,CALL,5,1,2026-04-01T16:14:59.962,2.38,2.49,0.285,-0.4875,23.1676,68.479,0.0245,0.9901,-7.8743,0.2028,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,2.38,2.49,19,16,2.44,1.0,1.0,583.62,1.0143586580309105,1.4358658030910516,584.0,2.435,0.11000000000000032,4.51745379876798,825,1179641.925,1911327.0,40218.75,23512.499999999996,0.0,0.0,0.0
QQQ,2026-04-06,592.0,PUT,5,-1,2026-04-01T16:14:59.94,9.2,10.54,-0.7467,-0.3367,21.8344,-44.1518,0.0268,1.2557,-8.5891,0.1744,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,9.2,10.54,6,6,9.85,15.0,15.0,583.62,1.0143586580309105,1.4358658030910516,584.0,9.87,1.3399999999999999,13.576494427558258,74,-115743.51840000002,-161574.56,2491.58,-5525.58,0.0,0.0,0.0
QQQ,2026-04-06,593.0,CALL,5,1,2026-04-01T16:15:00.089,2.06,2.15,0.2582,-0.4569,22.0554,71.7911,0.0236,1.0865,-8.4555,0.1999,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,2.06,2.15,5,16,2.11,1.0,1.0,583.62,1.0160721017100167,1.6072101710016784,584.0,2.105,0.08999999999999986,4.2755344418052195,550,757538.76,1213047.0,25129.5,14201.0,0.0,0.0,0.0
QQQ,2026-04-06,593.0,PUT,5,-1,2026-04-01T16:14:59.932,9.45,11.22,-0.7939,-0.2623,19.4439,-44.8585,0.0262,1.5018,-9.3076,0.1591,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,9.45,11.22,6,6,10.84,1.0,1.0,583.62,1.0160721017100167,1.6072101710016784,584.0,10.335,1.7700000000000014,17.126269956458646,73,-111623.1612,-141940.47,1914.79,-5795.47,0.0,0.0,0.0
QQQ,2026-04-06,594.0,CALL,5,1,2026-04-01T16:14:59.974,1.73,1.84,0.231,-0.4218,20.775,75.7331,0.0227,1.1767,-8.9314,0.1961,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.73,1.84,22,15,1.79,1.0,1.0,583.62,1.0177855453891231,1.7785545389123052,584.0,1.7850000000000001,0.1100000000000001,6.1624649859944025,323,427916.0202,671032.5,13624.14,7461.3,0.0,0.0,0.0
QQQ,2026-04-06,594.0,PUT,5,-1,2026-04-01T16:14:59.903,9.82,11.9,-0.8456,-0.1809,16.2117,-45.4518,0.0243,1.7228,-9.5164,0.1427,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,9.82,11.9,6,10,8.79,1.0,1.0,583.62,1.0177855453891231,1.7785545389123052,584.0,10.86,2.08,19.152854511970535,14,-19854.7524,-22696.379999999997,253.26,-1183.84,0.0,0.0,0.0
QQQ,2026-04-06,595.0,CALL,5,1,2026-04-01T16:14:59.958,1.46,1.54,0.2051,-0.3865,19.3969,79.7769,0.0216,1.2474,-9.2586,0.1927,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.46,1.54,45,66,1.54,1.0,1.0,583.62,1.0194989890682293,1.949898906822932,584.0,1.5,0.08000000000000007,5.3333333333333375,5168,6514880.025600001,10024317.92,199743.2,105995.68,0.0,0.0,0.0
QQQ,2026-04-06,595.0,PUT,5,-1,2026-04-01T16:14:59.94,10.94,12.25,-0.8845,-0.1243,13.2842,-44.5389,0.0213,1.7706,-9.1,0.1334,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,10.94,12.25,6,10,11.93,1.0,1.0,583.62,1.0194989890682293,1.949898906822932,584.0,11.594999999999999,1.3100000000000005,11.297973264338083,28,-34807.09680000001,-37195.76,348.04,-2476.6,0.0,0.0,0.0
QQQ,2026-04-06,596.0,CALL,5,1,2026-04-01T16:14:59.981,1.23,1.29,0.1808,-0.3521,17.9598,83.8196,0.0203,1.2953,-9.43,0.1898,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.23,1.29,14,52,1.29,1.0,1.0,583.62,1.0212124327473355,2.1212432747335583,584.0,1.26,0.06000000000000005,4.761904761904765,270,319882.122,484914.6000000001,9506.7,4881.599999999999,0.0,0.0,0.0
QQQ,2026-04-06,596.0,PUT,5,-1,2026-04-01T16:14:59.982,11.36,13.35,-0.926,-0.0595,9.551,-43.7638,0.017,1.6977,-7.8475,0.1204,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,11.36,13.35,4,6,13.03,1.0,1.0,583.62,1.0212124327473355,2.1212432747335583,584.0,12.355,1.9900000000000002,16.106839336301093,2,-1984.308,-1910.2,11.899999999999999,-185.20000000000002,0.0,0.0,0.0
QQQ,2026-04-06,597.0,CALL,5,1,2026-04-01T16:14:59.972,1.02,1.09,0.1581,-0.3181,16.4771,87.9644,0.0189,1.3212,-9.4497,0.1871,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.02,1.09,18,30,1.08,1.0,1.0,583.62,1.022925876426442,2.2925876426441856,584.0,1.0550000000000002,0.07000000000000006,6.635071090047398,476,525047.8968,784309.9600000001,15141.559999999998,7525.56,0.0,0.0,0.0
QQQ,2026-04-06,597.0,PUT,5,-1,2026-04-01T16:14:55.037,12.76,14.16,-0.9125,-0.0959,10.8484,-39.5682,0.0167,1.571,-8.3424,0.1389,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,12.76,14.16,6,6,28.55,20.0,20.0,583.62,1.022925876426442,2.2925876426441856,584.0,13.46,1.4000000000000004,10.401188707280834,21,-20467.5534,-22781.64,201.39000000000001,-1916.2499999999998,0.0,0.0,0.0
QQQ,2026-04-06,598.0,CALL,5,1,2026-04-01T16:14:59.987,0.82,0.9,0.1363,-0.2831,14.9178,92.6183,0.0174,1.3281,-9.3162,0.184,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.82,0.9,25,24,0.84,1.0,1.0,583.62,1.0246393201055481,2.4639320105548124,584.0,0.86,0.08000000000000007,9.302325581395356,810,822554.0279999999,1208341.8,22931.100000000002,11040.300000000001,0.0,0.0,0.0
QQQ,2026-04-06,599.0,CALL,5,1,2026-04-01T16:14:59.989,0.67,0.72,0.1156,-0.2474,13.2975,97.8697,0.0158,1.3139,-9.0223,0.1806,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.67,0.72,119,21,0.71,100.0,100.0,583.62,1.0263527637846543,2.635276378465439,584.0,0.6950000000000001,0.04999999999999993,7.194244604316537,414,381757.51440000004,550516.5,10242.36,4785.839999999999,0.0,0.0,0.0
QQQ,2026-04-06,599.0,PUT,5,-1,2026-04-01T16:14:45.082,14.41,15.79,-0.9898,0.0424,1.8386,-38.2573,0.0042,0.6704,-2.3892,0.0937,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,14.41,15.79,6,6,26.5,4.0,4.0,583.62,1.0263527637846543,2.635276378465439,584.0,15.1,1.379999999999999,9.139072847682113,4,-980.4815999999998,-735.44,-16.96,-395.92,0.0,0.0,0.0
QQQ,2026-04-06,600.0,CALL,5,1,2026-04-01T16:14:59.958,0.54,0.58,0.0981,-0.217,11.8156,102.4839,0.0142,1.2737,-8.6202,0.1784,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.54,0.58,143,69,0.57,4.0,4.0,583.62,1.0280662074637608,2.806620746376066,584.0,0.56,0.039999999999999925,7.142857142857128,1597,1323498.4188,1886951.32,34654.899999999994,15666.570000000002,0.0,0.0,0.0
QQQ,2026-04-06,601.0,CALL,5,1,2026-04-01T16:14:59.946,0.42,0.48,0.0826,-0.1887,10.4007,107.1232,0.0126,1.2156,-8.1205,0.1765,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.42,0.48,180,176,0.46,1.0,1.0,583.62,1.029779651142867,2.9779651142866927,584.0,0.44999999999999996,0.06,13.333333333333334,466,342678.31919999997,484672.62,8793.42,3849.1600000000008,0.0,0.0,0.0
QQQ,2026-04-06,602.0,CALL,5,1,2026-04-01T16:14:59.981,0.34,0.38,0.0689,-0.1626,9.0599,111.87,0.0111,1.1429,-7.542,0.1746,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.34,0.38,24,223,0.37,3.0,3.0,583.62,1.0314930948219732,3.1493094821973195,584.0,0.36,0.03999999999999998,11.111111111111107,1312,849937.4783999999,1188658.8800000001,21333.12,9039.68,0.0,0.0,0.0
QQQ,2026-04-06,603.0,CALL,5,1,2026-04-01T16:14:59.957,0.26,0.29,0.0548,-0.1328,7.5722,118.8817,0.0095,1.0517,-6.7785,0.1708,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.26,0.29,279,26,0.28,1.0,1.0,583.62,1.0332065385010794,3.3206538501079463,584.0,0.275,0.02999999999999997,10.909090909090898,356,197380.284,269570.32,4727.68,1950.88,0.0,0.0,0.0
QQQ,2026-04-06,604.0,CALL,5,1,2026-04-01T16:14:59.951,0.2,0.24,0.0462,-0.1158,6.6087,122.1659,0.0083,0.9649,-6.2098,0.1708,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.2,0.24,323,363,0.21,1.0,1.0,583.62,1.0349199821801858,3.491998218018573,584.0,0.22,0.03999999999999998,18.181818181818173,449,217497.6654,296730.62999999995,5199.42,2074.38,0.0,0.0,0.0
QQQ,2026-04-06,605.0,CALL,5,1,2026-04-01T16:14:59.995,0.15,0.18,0.0355,-0.0916,5.3434,129.8105,0.0068,0.8541,-5.3719,0.1672,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.15,0.18,328,1,0.15,5.0,5.0,583.62,1.036633425859292,3.6633425859291995,584.0,0.16499999999999998,0.03,18.181818181818183,822,326220.2352,439227.48000000004,7529.5199999999995,2918.1,0.0,0.0,0.0
QQQ,2026-04-06,606.0,CALL,5,1,2026-04-01T16:14:59.992,0.12,0.15,0.0296,-0.0788,4.5958,132.9971,0.0058,0.7664,-4.8214,0.1674,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.12,0.15,369,573,0.09,5.0,5.0,583.62,1.0383468695383982,3.8346869538398263,584.0,0.135,0.03,22.22222222222222,1017,344254.09319999994,467392.8599999999,8013.96,3010.32,0.0,0.0,0.0
QQQ,2026-04-06,607.0,CALL,5,1,2026-04-01T16:14:59.957,0.1,0.12,0.0254,-0.0699,4.0415,134.6138,0.0051,0.6916,-4.3843,0.1689,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.1,0.12,10,606,0.11,3.0,3.0,583.62,1.0400603132175046,4.006031321750454,584.0,0.11,0.01999999999999999,18.181818181818173,930,276810.966,375859.5,6500.700000000001,2362.2,0.0,0.0,0.0
QQQ,2026-04-06,608.0,CALL,5,1,2026-04-01T16:14:59.998,0.07,0.1,0.0193,-0.0548,3.2173,141.3655,0.0041,0.5907,-3.6867,0.1665,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.07,0.1,399,622,0.06,2.0,2.0,583.62,1.0417737568966108,4.17737568966108,584.0,0.085,0.03,35.29411764705882,719,172045.33980000002,231323.87,3940.1200000000003,1387.67,0.0,0.0,0.0
QQQ,2026-04-06,609.0,CALL,5,1,2026-04-01T16:14:59.95,0.06,0.08,0.017,-0.0497,2.8791,141.5597,0.0036,0.5343,-3.3804,0.1689,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.06,0.08,419,40,0.08,1.0,1.0,583.62,1.043487200575717,4.348720057571707,584.0,0.07,0.020000000000000004,28.571428571428577,608,127742.74560000001,175049.28000000003,3021.76,1033.6000000000001,0.0,0.0,0.0
QQQ,2026-04-06,610.0,CALL,5,1,2026-04-01T16:14:59.962,0.05,0.07,0.0147,-0.0444,2.5437,142.3534,0.0031,0.4793,-3.0646,0.1708,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.05,0.07,441,645,0.05,2.0,2.0,583.62,1.0452006442548234,4.5200644254823334,584.0,0.060000000000000005,0.020000000000000004,33.333333333333336,478,86480.8116,121588.86,2122.32,702.66,0.0,0.0,0.0
QQQ,2026-04-06,611.0,CALL,5,1,2026-04-01T16:14:32.974,0.04,0.06,0.0123,-0.0383,2.1839,144.4154,0.0027,0.422,-2.7115,0.1718,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.04,0.06,463,589,0.05,50.0,50.0,583.62,1.0469140879339296,4.69140879339296,584.0,0.05,0.019999999999999997,39.99999999999999,526,82885.71240000002,114873.13999999998,2014.5800000000002,646.98,0.0,0.0,0.0
QQQ,2026-04-06,612.0,CALL,5,1,2026-04-01T16:14:59.939,0.03,0.05,0.0099,-0.0318,1.8127,147.8306,0.0022,0.3628,-2.3299,0.1718,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.03,0.05,456,61,0.02,10.0,10.0,583.62,1.0486275316130358,4.862753161303587,584.0,0.04,0.020000000000000004,50.000000000000014,440,56494.416,79758.8,1399.2,435.6000000000001,0.0,0.0,0.0
QQQ,2026-04-06,613.0,CALL,5,1,2026-04-01T16:14:59.982,0.03,0.04,0.0079,-0.0262,1.4954,151.2538,0.0018,0.3097,-1.9872,0.1718,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.03,0.04,91,103,0.03,10.0,10.0,583.62,1.0503409752921422,5.034097529214214,584.0,0.035,0.010000000000000002,28.571428571428577,397,41705.485199999996,59367.380000000005,1040.14,313.63000000000005,0.0,0.0,0.0
QQQ,2026-04-06,614.0,CALL,5,1,2026-04-01T16:14:58.565,0.02,0.05,0.0074,-0.0252,1.4064,148.9602,0.0017,0.2878,-1.8876,0.1757,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.02,0.05,590,628,0.03,20.0,20.0,583.62,1.0520544189712484,5.205441897124841,584.0,0.035,0.030000000000000002,85.71428571428571,214,21232.095599999997,30096.960000000003,539.28,158.36,0.0,0.0,0.0
QQQ,2026-04-06,615.0,CALL,5,1,2026-04-01T16:14:57.637,0.02,0.04,0.0075,-0.0262,1.4153,144.0816,0.0016,0.2801,-1.8968,0.1816,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.02,0.04,530,704,0.03,15.0,15.0,583.62,1.0537678626503546,5.376786265035467,584.0,0.03,0.02,66.66666666666667,315,29414.448,44581.95,825.3,236.24999999999997,0.0,0.0,0.0
QQQ,2026-04-06,616.0,CALL,5,1,2026-04-01T16:14:57.132,0.01,0.04,0.0051,-0.0184,1.0175,152.66,0.0012,0.2168,-1.4361,0.1777,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.04,1213,562,0.03,1.0,1.0,583.62,1.055481306329461,5.548130632946094,584.0,0.025,0.03,120.0,197,13796.776799999998,20044.750000000004,362.48,100.47000000000001,0.0,0.0,0.0
QQQ,2026-04-06,617.0,CALL,5,1,2026-04-01T16:14:56.969,0.01,0.04,0.0052,-0.0193,1.0358,147.5403,0.0012,0.2131,-1.4575,0.1835,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.04,1215,584,0.04,2.0,2.0,583.62,1.0571947500085672,5.719475000856721,584.0,0.025,0.03,120.0,86,6022.9583999999995,8907.880000000001,165.98000000000002,44.72,0.0,0.0,0.0
QQQ,2026-04-06,618.0,CALL,5,1,2026-04-01T16:12:03.901,0.01,0.03,0.0049,-0.0187,0.9851,145.2254,0.0011,0.2,-1.3955,0.1875,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.03,1295,702,0.03,1.0,1.0,583.62,1.0589081936876734,5.890819368767348,584.0,0.02,0.019999999999999997,99.99999999999997,389,24973.0998,38320.39,727.4300000000001,190.60999999999999,0.0,0.0,0.0
QQQ,2026-04-06,619.0,CALL,5,1,2026-04-01T16:12:25.006,0.01,0.03,0.0047,-0.0182,0.9372,143.0241,0.001,0.1878,-1.3371,0.1914,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.03,1337,721,0.01,11.0,11.0,583.62,1.0606216373667798,6.062163736677975,584.0,0.02,0.019999999999999997,99.99999999999997,348,20309.976000000002,32614.56,633.36,163.56,0.0,0.0,0.0
QQQ,2026-04-06,620.0,CALL,5,1,2026-04-01T16:12:59.549,0.01,0.03,0.0048,-0.0191,0.956,138.522,0.001,0.1854,-1.3599,0.1972,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.03,725,724,0.02,1.0,1.0,583.62,1.062335081045886,6.233508104588601,584.0,0.02,0.019999999999999997,99.99999999999997,753,43946.586,71986.79999999999,1438.2299999999998,361.44,0.0,0.0,0.0
QQQ,2026-04-06,621.0,CALL,5,1,2026-04-01T16:14:56.557,0.01,0.03,0.0045,-0.0186,0.9119,136.5332,0.0009,0.1746,-1.3063,0.2011,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.03,711,714,0.01,25.0,25.0,583.62,1.0640485247249922,6.404852472499228,584.0,0.02,0.019999999999999997,99.99999999999997,199,10452.634199999999,18146.81,370.14,89.55,0.0,0.0,0.0
QQQ,2026-04-06,622.0,CALL,5,1,2026-04-01T16:14:56.554,0.01,0.03,0.0046,-0.0195,0.931,132.4121,0.0009,0.1728,-1.3294,0.207,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.03,735,396,0.02,6.0,6.0,583.62,1.0657619684040986,6.576196840409855,584.0,0.02,0.019999999999999997,99.99999999999997,144,7563.7152,13406.400000000001,280.79999999999995,66.24,0.0,0.0,0.0
QQQ,2026-04-06,623.0,CALL,5,1,2026-04-01T16:14:57.139,0.01,0.03,0.0044,-0.0191,0.8916,130.5558,0.0009,0.1635,-1.281,0.2109,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.03,675,580,0.06,5.0,5.0,583.62,1.0674754120832048,6.747541208320482,584.0,0.02,0.019999999999999997,99.99999999999997,10,525.258,891.6,19.1,4.4,0.0,0.0,0.0
