symbol,expiration,strike,right,dte,cp_sign,timestamp,bid,ask,delta,theta,vega,lambda,gamma,vanna,charm,implied_vol,underlying_timestamp,endpoint,batch_id,ts,bid_quote,ask_quote,bid_size_quote,ask_size_quote,price_trade,size_trade,volume,spot,moneyness,dist_atm_pct,atm_strike,mid,spread,spread_pct,oi,gamma_exp,vega_exp,theta_exp,delta_exp,iv_chg,mid_chg,spread_chg
QQQ,2026-04-06,554.0,CALL,5,1,2026-04-01T16:14:45.477,29.74,31.67,0.9208,-0.3768,10.0621,17.5058,0.0066,-0.6266,7.2617,0.3231,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,29.74,31.67,5,4,24.39,1.0,1.0,583.62,0.9492477982248724,-5.075220177512766,584.0,30.705,1.9300000000000033,6.285621234326667,26,10014.9192,26161.46,979.6800000000001,2394.08,0.0,0.0,0.0
QQQ,2026-04-06,554.0,PUT,5,-1,2026-04-01T16:14:59.921,0.42,0.45,-0.0526,-0.2029,7.3312,-71.4703,0.0056,-0.6078,6.1159,0.2805,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.42,0.45,223,60,0.47,1.0,1.0,583.62,0.9492477982248724,-5.075220177512766,584.0,0.435,0.030000000000000027,6.896551724137938,2437,-796477.8864,-1786613.44,49446.729999999996,-12818.62,0.0,0.0,0.0
QQQ,2026-04-06,555.0,CALL,5,1,2026-04-01T16:14:59.982,28.64,30.7,0.9209,-0.3652,10.0538,18.1146,0.0069,-0.6498,7.2611,0.3117,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,28.64,30.7,8,8,30.11,2.0,2.0,583.62,0.9509612419039786,-4.903875809602139,584.0,29.67,2.0599999999999987,6.943040107853045,197,79331.4666,198059.86000000002,7194.4400000000005,18141.73,0.0,0.0,0.0
QQQ,2026-04-06,555.0,PUT,5,-1,2026-04-01T16:14:59.981,0.46,0.49,-0.0572,-0.2149,7.8347,-71.1028,0.006,-0.6382,6.3615,0.278,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.46,0.49,200,19,0.48,1.0,1.0,583.62,0.9509612419039786,-4.903875809602139,584.0,0.475,0.02999999999999997,6.315789473684205,2271,-795240.612,-1779260.3699999999,48803.79,-12990.119999999999,0.0,0.0,0.0
QQQ,2026-04-06,556.0,CALL,5,1,2026-04-01T16:14:45.127,28.35,29.76,0.8967,-0.4636,12.2583,18.0158,0.0078,-0.6525,7.8731,0.3369,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,28.35,29.76,5,3,21.49,2.0,2.0,583.62,0.9526746855830849,-4.732531441691512,584.0,29.055,1.4100000000000001,4.85286525554982,44,20029.8384,53936.52,2039.8400000000001,3945.4800000000005,0.0,0.0,0.0
QQQ,2026-04-06,556.0,PUT,5,-1,2026-04-01T16:14:59.981,0.5,0.54,-0.0627,-0.2293,8.4177,-70.4326,0.0065,-0.6694,6.6267,0.2763,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.5,0.54,180,30,0.59,4.0,4.0,583.62,0.9526746855830849,-4.732531441691512,584.0,0.52,0.040000000000000036,7.692307692307699,841,-319035.873,-707928.5700000001,19284.129999999997,-5273.070000000001,0.0,0.0,0.0
QQQ,2026-04-06,557.0,CALL,5,1,2026-04-01T16:14:45.513,27.1,28.81,0.8999,-0.434,11.9828,18.7908,0.008,-0.6831,7.815,0.3197,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,27.1,28.81,3,4,30.76,1.0,1.0,583.62,0.9543881292621912,-4.561187073780886,584.0,27.955,1.7099999999999973,6.11697370774458,77,35950.992000000006,92267.56,3341.7999999999997,6929.23,0.0,0.0,0.0
QQQ,2026-04-06,557.0,PUT,5,-1,2026-04-01T16:14:59.981,0.55,0.59,-0.0683,-0.243,8.9965,-69.9375,0.007,-0.7001,6.8701,0.2741,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.55,0.59,162,37,0.59,4.0,4.0,583.62,0.9543881292621912,-4.561187073780886,584.0,0.5700000000000001,0.039999999999999925,7.017543859649108,253,-103359.10200000001,-227611.44999999995,6147.9,-1727.9900000000002,0.0,0.0,0.0
QQQ,2026-04-06,558.0,CALL,5,1,2026-04-01T16:14:59.94,25.79,27.86,0.9053,-0.3961,11.5035,19.7,0.0082,-0.7183,7.7001,0.2998,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,25.79,27.86,8,8,28.85,40.0,40.0,583.62,0.9561015729412974,-4.389842705870259,584.0,26.825,2.0700000000000003,7.716682199440822,216,103370.77440000001,248475.60000000003,8555.76,19554.48,0.0,0.0,0.0
QQQ,2026-04-06,558.0,PUT,5,-1,2026-04-01T16:14:59.957,0.61,0.65,-0.0748,-0.2587,9.64,-69.2385,0.0075,-0.7306,7.1177,0.2724,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.61,0.65,145,50,0.65,1.0,1.0,583.62,0.9561015729412974,-4.389842705870259,584.0,0.63,0.040000000000000036,6.349206349206354,660,-288891.9,-636240.0,17074.2,-4936.8,0.0,0.0,0.0
QQQ,2026-04-06,559.0,CALL,5,1,2026-04-01T16:14:45.082,25.54,26.96,0.8785,-0.4967,13.7636,19.5338,0.0091,-0.7021,8.1405,0.3245,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,25.54,26.96,5,5,28.84,1.0,1.0,583.62,0.9578150166204037,-4.218498337959632,584.0,26.25,1.4200000000000017,5.409523809523816,207,109936.4994,284906.52,10281.689999999999,18184.949999999997,0.0,0.0,0.0
QQQ,2026-04-06,559.0,PUT,5,-1,2026-04-01T16:14:59.955,0.67,0.71,-0.0813,-0.2731,10.2695,-68.7571,0.0081,-0.7603,7.3371,0.2701,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.67,0.71,131,45,0.72,1.0,1.0,583.62,0.9578150166204037,-4.218498337959632,584.0,0.69,0.039999999999999925,5.797101449275352,577,-272766.4794,-592550.15,15757.869999999999,-4691.01,0.0,0.0,0.0
QQQ,2026-04-06,560.0,CALL,5,1,2026-04-01T16:14:59.982,23.95,26.02,0.8905,-0.4278,12.7849,20.806,0.0093,-0.7588,7.9891,0.295,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,23.95,26.02,8,8,25.32,2.0,2.0,583.62,0.95952846029951,-4.047153970049005,584.0,24.985,2.0700000000000003,8.284970982589556,598,324574.4268,764537.02,25582.44,53251.9,0.0,0.0,0.0
QQQ,2026-04-06,560.0,PUT,5,-1,2026-04-01T16:14:59.924,0.75,0.77,-0.0887,-0.2894,10.9637,-68.0738,0.0087,-0.7888,7.5529,0.2683,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.75,0.77,6,10,0.76,1.0,1.0,583.62,0.95952846029951,-4.047153970049005,584.0,0.76,0.020000000000000018,2.6315789473684235,5485,-2785005.459,-6013589.449999999,158735.9,-48651.95,0.0,0.0,0.0
QQQ,2026-04-06,561.0,CALL,5,1,2026-04-01T16:14:59.982,23.55,25.06,0.8697,-0.4964,14.451,20.8894,0.01,-0.746,8.2218,0.3092,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,23.55,25.06,6,6,25.15,1.0,1.0,583.62,0.9612419039786162,-3.875809602138378,584.0,24.305,1.509999999999998,6.212713433449899,183,106802.45999999999,264453.3,9084.12,15915.51,0.0,0.0,0.0
QQQ,2026-04-06,561.0,PUT,5,-1,2026-04-01T16:14:59.865,0.81,0.85,-0.0962,-0.3044,11.6424,-67.6028,0.0094,-0.8164,7.7378,0.2658,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.81,0.85,108,1,0.92,3.0,3.0,583.62,0.9612419039786162,-3.875809602138378,584.0,0.8300000000000001,0.039999999999999925,4.819277108433726,846,-464117.96880000003,-984947.04,25752.24,-8138.5199999999995,0.0,0.0,0.0
QQQ,2026-04-06,562.0,CALL,5,1,2026-04-01T16:14:59.982,22.77,24.15,0.8583,-0.524,15.31,21.3534,0.0106,-0.7498,8.2792,0.3101,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,22.77,24.15,6,6,23.91,1.0,1.0,583.62,0.9629553476577225,-3.7044652342277518,584.0,23.46,1.379999999999999,5.882352941176467,180,111354.696,275580.0,9432.0,15449.4,0.0,0.0,0.0
QQQ,2026-04-06,562.0,PUT,5,-1,2026-04-01T16:14:59.982,0.9,0.93,-0.1045,-0.3205,12.3668,-67.0219,0.01,-0.8422,7.9065,0.2636,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.9,0.93,1,47,0.96,40.0,40.0,583.62,0.9629553476577225,-3.7044652342277518,584.0,0.915,0.030000000000000027,3.2786885245901667,5289,-3086766.18,-6540800.52,169512.45,-55270.05,0.0,0.0,0.0
QQQ,2026-04-06,563.0,CALL,5,1,2026-04-01T16:14:59.982,21.18,23.23,0.8683,-0.4619,14.5627,22.8283,0.011,-0.8183,8.2356,0.283,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,21.18,23.23,6,6,23.46,1.0,1.0,583.62,0.9646687913368287,-3.533120866317125,584.0,22.205,2.0500000000000007,9.232154920063053,237,152149.734,345135.99,10947.029999999999,20578.71,0.0,0.0,0.0
QQQ,2026-04-06,563.0,PUT,5,-1,2026-04-01T16:14:59.981,0.97,1.05,-0.1143,-0.34,13.1875,-66.0657,0.0107,-0.8639,8.0619,0.2624,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,0.97,1.05,38,249,1.04,5.0,5.0,583.62,0.9646687913368287,-3.533120866317125,584.0,1.01,0.08000000000000007,7.920792079207928,2137,-1334499.6558,-2818168.75,72658.0,-24425.91,0.0,0.0,0.0
QQQ,2026-04-06,564.0,CALL,5,1,2026-04-01T16:14:59.981,20.28,22.33,0.8589,-0.4768,15.2632,23.5361,0.0117,-0.8327,8.2816,0.2801,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,20.28,22.33,6,6,21.98,26.0,26.0,583.62,0.966382235015935,-3.361776498406498,584.0,21.305,2.049999999999997,9.622154423844155,1973,1347234.2441999998,3011429.36,94072.64,169460.97,0.0,0.0,0.0
QQQ,2026-04-06,564.0,PUT,5,-1,2026-04-01T16:14:59.971,1.06,1.11,-0.1223,-0.3509,13.8342,-66.116,0.0114,-0.8891,8.157,0.2584,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.06,1.11,32,6,1.15,1.0,1.0,583.62,0.966382235015935,-3.361776498406498,584.0,1.085,0.050000000000000044,4.60829493087558,728,-484357.91040000005,-1007129.76,25545.52,-8903.44,0.0,0.0,0.0
QQQ,2026-04-06,565.0,CALL,5,1,2026-04-01T16:14:59.94,19.39,21.43,0.8488,-0.4922,15.9887,24.2736,0.0123,-0.8441,8.2977,0.2773,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,19.39,21.43,6,6,21.56,2.0,2.0,583.62,0.9680956786950413,-3.190432130495871,584.0,20.41,2.039999999999999,9.995100440960309,920,660424.3920000001,1470960.4,45282.4,78089.59999999999,0.0,0.0,0.0
QQQ,2026-04-06,565.0,PUT,5,-1,2026-04-01T16:14:59.955,1.16,1.21,-0.1325,-0.3674,14.6266,-65.5193,0.0122,-0.9078,8.2406,0.2561,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.16,1.21,40,41,1.22,1.0,1.0,583.62,0.9680956786950413,-3.190432130495871,584.0,1.185,0.050000000000000044,4.2194092827004255,3786,-2695694.0904,-5537630.76,139097.64,-50164.50000000001,0.0,0.0,0.0
QQQ,2026-04-06,566.0,CALL,5,1,2026-04-01T16:14:59.981,18.5,20.55,0.8385,-0.506,16.7013,25.0704,0.013,-0.8542,8.2812,0.274,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,18.5,20.55,6,8,19.6,1.0,1.0,583.62,0.9698091223741475,-3.0190877625852446,584.0,19.525,2.0500000000000007,10.499359795134447,677,513643.962,1130678.01,34256.200000000004,56766.45,0.0,0.0,0.0
QQQ,2026-04-06,566.0,PUT,5,-1,2026-04-01T16:14:59.682,1.27,1.32,-0.1434,-0.384,15.4403,-64.902,0.013,-0.923,8.2876,0.2537,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.27,1.32,42,6,1.34,1.0,1.0,583.62,0.9698091223741475,-3.0190877625852446,584.0,1.295,0.050000000000000044,3.8610038610038644,611,-463569.366,-943402.3300000001,23462.399999999998,-8761.74,0.0,0.0,0.0
QQQ,2026-04-06,567.0,CALL,5,1,2026-04-01T16:14:59.982,17.92,19.67,0.8202,-0.547,17.8873,25.4772,0.0137,-0.8295,8.1784,0.2792,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,17.92,19.67,4,6,18.51,1.0,1.0,583.62,0.9715225660532538,-2.847743394674618,584.0,18.795,1.75,9.310986964618248,893,714006.5442,1597335.89,48847.100000000006,73243.86,0.0,0.0,0.0
QQQ,2026-04-06,567.0,PUT,5,-1,2026-04-01T16:14:59.981,1.39,1.44,-0.1551,-0.4007,16.2725,-64.2635,0.0138,-0.9341,8.2935,0.2514,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.39,1.44,43,34,1.45,2.0,2.0,583.62,0.9715225660532538,-2.847743394674618,584.0,1.415,0.050000000000000044,3.5335689045936425,1785,-1437631.146,-2904641.25,71524.95,-27685.35,0.0,0.0,0.0
QQQ,2026-04-06,568.0,CALL,5,1,2026-04-01T16:14:59.982,17.03,18.79,0.8092,-0.5576,18.5637,26.3702,0.0144,-0.8333,8.0756,0.2751,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,17.03,18.79,6,4,18.52,1.0,1.0,583.62,0.9732360097323601,-2.676399026763991,584.0,17.91,1.759999999999998,9.826912339475143,1005,844614.864,1865651.85,56038.8,81324.59999999999,0.0,0.0,0.0
QQQ,2026-04-06,568.0,PUT,5,-1,2026-04-01T16:14:59.981,1.52,1.58,-0.1683,-0.4193,17.1572,-63.39,0.0147,-0.9379,8.2512,0.2497,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.52,1.58,30,13,1.65,4.0,4.0,583.62,0.9732360097323601,-2.676399026763991,584.0,1.55,0.06000000000000005,3.8709677419354875,1866,-1600881.3324,-3201533.5199999996,78241.38,-31404.78,0.0,0.0,0.0
QQQ,2026-04-06,569.0,CALL,5,1,2026-04-01T16:14:59.981,16.64,17.44,0.7973,-0.5683,19.2571,27.309,0.0152,-0.8331,7.9338,0.2711,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,16.64,17.44,6,6,17.22,1.0,1.0,583.62,0.9749494534114663,-2.505054658853364,584.0,17.04,0.8000000000000007,4.694835680751178,368,326453.6832,708661.28,20913.44,29340.640000000003,0.0,0.0,0.0
QQQ,2026-04-06,569.0,PUT,5,-1,2026-04-01T16:14:59.981,1.66,1.72,-0.1816,-0.4353,18.0059,-62.7529,0.0156,-0.9392,8.1604,0.2473,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.66,1.72,17,40,1.72,3.0,3.0,583.62,0.9749494534114663,-2.505054658853364,584.0,1.69,0.06000000000000005,3.550295857988169,451,-410611.6872,-812066.09,19632.03,-8190.16,0.0,0.0,0.0
QQQ,2026-04-06,570.0,CALL,5,1,2026-04-01T16:14:59.94,15.74,17.14,0.7742,-0.6192,20.5027,27.4853,0.0157,-0.7727,7.5775,0.28,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,15.74,17.14,6,6,16.59,4.0,4.0,583.62,0.9766628970905726,-2.3337102909427374,584.0,16.44,1.4000000000000004,8.515815085158152,957,876883.2138,1962108.3900000001,59257.439999999995,74090.94,0.0,0.0,0.0
QQQ,2026-04-06,570.0,PUT,5,-1,2026-04-01T16:14:59.965,1.8,1.84,-0.1947,-0.4476,18.8007,-62.468,0.0165,-0.9402,8.0277,0.2437,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.8,1.84,16,17,1.84,1.0,1.0,583.62,0.9766628970905726,-2.3337102909427374,584.0,1.82,0.040000000000000036,2.1978021978021998,2191,-2109873.843,-4119233.3699999996,98069.16,-42658.770000000004,0.0,0.0,0.0
QQQ,2026-04-06,571.0,CALL,5,1,2026-04-01T16:14:59.94,14.25,16.27,0.7738,-0.5782,20.5249,29.5935,0.0169,-0.835,7.5695,0.2597,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,14.25,16.27,9,6,15.37,6.0,6.0,583.62,0.9783763407696789,-2.1623659230321106,584.0,15.26,2.0199999999999996,13.237221494102226,247,243620.49659999998,506965.0299999999,14281.54,19112.86,0.0,0.0,0.0
QQQ,2026-04-06,571.0,PUT,5,-1,2026-04-01T16:14:59.94,1.97,2.03,-0.2107,-0.4656,19.705,-61.4903,0.0174,-0.9248,7.8171,0.2421,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,1.97,2.03,5,50,2.03,1.0,1.0,583.62,0.9783763407696789,-2.1623659230321106,584.0,2.0,0.05999999999999983,2.9999999999999916,229,-232549.2252,-451244.5,10662.24,-4825.030000000001,0.0,0.0,0.0
QQQ,2026-04-06,572.0,CALL,5,1,2026-04-01T16:14:59.953,13.52,14.8,0.7699,-0.5491,20.7213,31.7357,0.0182,-0.8863,7.4965,0.2433,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,13.52,14.8,4,1,14.64,4.0,4.0,583.62,0.9800897844487851,-1.991021555121484,584.0,14.16,1.2800000000000011,9.03954802259888,590,626691.1560000001,1222556.7,32396.899999999998,45424.100000000006,0.0,0.0,0.0
QQQ,2026-04-06,572.0,PUT,5,-1,2026-04-01T16:14:59.943,2.14,2.2,-0.2264,-0.4791,20.5404,-60.9022,0.0184,-0.9085,7.5594,0.2393,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,2.14,2.2,22,73,2.2,80.0,80.0,583.62,0.9800897844487851,-1.991021555121484,584.0,2.17,0.06000000000000005,2.7649769585253483,744,-798952.4352000001,-1528205.7600000002,35645.04,-16844.16,0.0,0.0,0.0
QQQ,2026-04-06,573.0,CALL,5,1,2026-04-01T16:14:59.903,12.65,14.62,0.7426,-0.6015,22.0177,31.7986,0.0186,-0.7915,6.9379,0.2534,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,12.65,14.62,6,6,14.0,2.0,2.0,583.62,0.9818032281278914,-1.819677187210857,584.0,13.635,1.9699999999999989,14.44811147781444,1101,1195172.0531999997,2424148.77,66225.15000000001,81760.26000000001,0.0,0.0,0.0
QQQ,2026-04-06,573.0,PUT,5,-1,2026-04-01T16:14:59.969,2.33,2.39,-0.2434,-0.4927,21.3775,-60.206,0.0193,-0.8831,7.2332,0.2368,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,2.33,2.39,5,24,2.4,1.0,1.0,583.62,0.9818032281278914,-1.819677187210857,584.0,2.3600000000000003,0.06000000000000005,2.5423728813559343,223,-251184.21180000005,-476718.25,10987.210000000001,-5427.82,0.0,0.0,0.0
QQQ,2026-04-06,574.0,CALL,5,1,2026-04-01T16:14:59.94,11.89,13.83,0.7248,-0.6151,22.7753,32.8957,0.0194,-0.7539,6.5146,0.2514,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,11.89,13.83,6,6,13.26,1.0,1.0,583.62,0.9835166718069976,-1.6483328193002305,584.0,12.86,1.9399999999999995,15.0855365474339,1310,1483211.8680000002,2983564.3000000003,80578.09999999999,94948.8,0.0,0.0,0.0
QQQ,2026-04-06,574.0,PUT,5,-1,2026-04-01T16:14:59.953,2.53,2.6,-0.2612,-0.5046,22.1875,-59.562,0.0203,-0.8506,6.8433,0.234,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,2.53,2.6,6,5,2.63,1.0,1.0,583.62,0.9835166718069976,-1.6483328193002305,584.0,2.565,0.07000000000000028,2.7290448343080036,847,-1003482.0641999999,-1879281.25,42739.62,-22123.64,0.0,0.0,0.0
QQQ,2026-04-06,575.0,CALL,5,1,2026-04-01T16:14:59.967,12.05,13.05,0.6937,-0.6826,23.944,32.2643,0.0191,-0.6222,5.6876,0.268,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,12.05,13.05,3,4,12.32,3.0,3.0,583.62,0.985230115486104,-1.4769884513896037,584.0,12.55,1.0,7.968127490039841,3092,3446696.3063999997,7403484.8,211059.92,214492.04,0.0,0.0,0.0
QQQ,2026-04-06,575.0,PUT,5,-1,2026-04-01T16:14:59.963,2.74,2.79,-0.2795,-0.5134,22.9516,-59.1022,0.0213,-0.813,6.3964,0.2305,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,2.74,2.79,16,1,2.81,1.0,1.0,583.62,0.985230115486104,-1.4769884513896037,584.0,2.765,0.04999999999999982,1.80831826401446,1293,-1607342.0058,-2967641.88,66382.62,-36139.35,0.0,0.0,0.0
QQQ,2026-04-06,576.0,CALL,5,1,2026-04-01T16:14:59.943,10.01,13.7,0.6746,-0.6956,24.5692,33.2278,0.0197,-0.5688,5.1285,0.2669,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,10.01,13.7,11,10,11.14,5.0,5.0,583.62,0.9869435591652103,-1.3056440834789766,584.0,11.855,3.6899999999999995,31.12610712779417,657,755373.5297999999,1614196.44,45700.920000000006,44321.22,0.0,0.0,0.0
QQQ,2026-04-06,576.0,PUT,5,-1,2026-04-01T16:14:59.958,2.98,3.09,-0.3006,-0.5275,23.7489,-57.9194,0.0222,-0.7525,5.8322,0.2292,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,2.98,3.09,6,33,3.15,1.0,1.0,583.62,0.9869435591652103,-1.3056440834789766,584.0,3.035,0.10999999999999988,3.6243822075782495,622,-805885.8408,-1477181.5799999998,32810.49999999999,-18697.32,0.0,0.0,0.0
QQQ,2026-04-06,577.0,CALL,5,1,2026-04-01T16:14:59.904,10.4,12.96,0.6453,-0.7646,25.3939,32.2477,0.019,-0.4416,4.2111,0.286,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,10.4,12.96,3,10,10.84,15.0,15.0,583.62,0.9886570028443165,-1.1342997155683499,584.0,11.68,2.5600000000000005,21.917808219178088,817,905953.326,2074681.63,62467.81999999999,52721.01,0.0,0.0,0.0
QQQ,2026-04-06,577.0,PUT,5,-1,2026-04-01T16:14:59.96,3.23,3.32,-0.3212,-0.5342,24.4433,-57.3383,0.0232,-0.6938,5.2351,0.2259,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,3.23,3.32,16,5,3.32,1.0,1.0,583.62,0.9886570028443165,-1.1342997155683499,584.0,3.275,0.08999999999999986,2.748091603053431,670,-907178.928,-1637701.1,35791.4,-21520.399999999998,0.0,0.0,0.0
QQQ,2026-04-06,578.0,CALL,5,1,2026-04-01T16:14:59.999,8.28,12.27,0.639,-0.6904,25.5521,36.3151,0.0214,-0.478,4.0034,0.2553,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,8.28,12.27,10,1,9.95,1.0,1.0,583.62,0.9903704465234228,-0.9629553476577233,584.0,10.274999999999999,3.99,38.83211678832117,795,992912.7059999999,2031391.95,54886.8,50800.5,0.0,0.0,0.0
QQQ,2026-04-06,578.0,PUT,5,-1,2026-04-01T16:14:59.984,3.49,3.59,-0.3433,-0.5402,25.0949,-56.6112,0.0241,-0.6222,4.5567,0.223,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,3.49,3.59,15,5,3.6,1.0,1.0,583.62,0.9903704465234228,-0.9629553476577233,584.0,3.54,0.09999999999999964,2.824858757062137,344,-483844.32479999994,-863264.5599999999,18582.88,-11809.519999999999,0.0,0.0,0.0
QQQ,2026-04-06,579.0,CALL,5,1,2026-04-01T16:14:59.981,9.24,10.43,0.6144,-0.7206,26.0935,36.4834,0.0213,-0.3798,3.1828,0.2621,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,9.24,10.43,6,6,9.21,3.0,3.0,583.62,0.9920838902025291,-0.7916109797470965,584.0,9.835,1.1899999999999995,12.099644128113873,536,666307.2816,1398611.6,38624.16,32931.84,0.0,0.0,0.0
QQQ,2026-04-06,579.0,PUT,5,-1,2026-04-01T16:14:59.995,3.78,3.91,-0.3666,-0.5456,25.6878,-55.726,0.025,-0.5375,3.7982,0.2205,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,3.78,3.91,14,13,3.89,1.0,1.0,583.62,0.9920838902025291,-0.7916109797470965,584.0,3.8449999999999998,0.13000000000000034,3.3810143042912966,510,-744115.5,-1310077.8,27825.6,-18696.6,0.0,0.0,0.0
QQQ,2026-04-06,580.0,CALL,5,1,2026-04-01T16:14:59.932,8.64,8.78,0.5993,-0.6744,26.3738,40.1555,0.0233,-0.3564,2.655,0.2421,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,8.64,8.78,17,2,8.72,15.0,15.0,583.62,0.9937973338816353,-0.6202666118364697,584.0,8.71,0.1399999999999988,1.6073478760045785,4246,5773857.711600001,11198315.48,286350.24,254462.78000000003,0.0,0.0,0.0
QQQ,2026-04-06,580.0,PUT,5,-1,2026-04-01T16:14:59.962,4.1,4.21,-0.3908,-0.5476,26.1967,-54.9519,0.0258,-0.4442,2.9789,0.2175,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,4.1,4.21,13,6,4.15,1.0,1.0,583.62,0.9937973338816353,-0.6202666118364697,584.0,4.154999999999999,0.11000000000000032,2.647412755716013,1295,-1949932.7820000001,-3392472.65,70914.2,-50608.6,0.0,0.0,0.0
QQQ,2026-04-06,581.0,CALL,5,1,2026-04-01T16:14:59.963,7.98,8.17,0.5763,-0.6751,26.7227,41.6817,0.0239,-0.2686,1.8413,0.2397,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,7.98,8.17,18,18,8.01,3.0,3.0,583.62,0.9955107775607416,-0.4489222439258429,584.0,8.075,0.1899999999999995,2.352941176470582,852,1188413.7336,2276774.04,57518.520000000004,49100.76,0.0,0.0,0.0
QQQ,2026-04-06,581.0,PUT,5,-1,2026-04-01T16:14:59.966,4.43,4.54,-0.416,-0.5468,26.6167,-54.1936,0.0266,-0.3404,2.0961,0.2143,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,4.43,4.54,12,5,4.55,5.0,5.0,583.62,0.9955107775607416,-0.4489222439258429,584.0,4.484999999999999,0.11000000000000032,2.4526198439241993,157,-243731.38439999998,-417882.19,8584.759999999998,-6531.2,0.0,0.0,0.0
QQQ,2026-04-06,582.0,CALL,5,1,2026-04-01T16:14:59.99,7.37,7.47,0.5527,-0.6704,26.9838,43.4726,0.0245,-0.1758,0.9925,0.2362,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,7.37,7.47,10,4,7.46,1.0,1.0,583.62,0.9972242212398479,-0.27757787601521616,584.0,7.42,0.09999999999999964,1.3477088948787015,654,935134.326,1764740.5199999998,43844.159999999996,36146.58,0.0,0.0,0.0
